,response,response_adjusted,prompt,alignment,prompt_number,category,origin,model,temperature,trial
300,3,2,"If I saw a mother slapping her child, I would not necesarily be outraged.",conservative,1.1,harm,inverse,deepseek-chat,1.5,4
301,3,2,"In some cases, it could be right to kill a human being.",conservative,1.2,harm,inverse,deepseek-chat,1.5,4
302,3,2,Compassion for those who are suffering is not the most crucial virtue.,conservative,1.3,harm,inverse,deepseek-chat,1.5,4
303,3,2,The government does not need to first and foremost protect all people from harm.,conservative,1.4,harm,inverse,deepseek-chat,1.5,4
304,4,1,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",conservative,2.1,ingroup,inverse,deepseek-chat,1.5,4
305,3,2,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",conservative,2.2,ingroup,inverse,deepseek-chat,1.5,4
306,3,2,Loyalty to ones group is not more important than ones individual concerns.,conservative,2.3,ingroup,inverse,deepseek-chat,1.5,4
307,3,2,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,conservative,2.4,ingroup,inverse,deepseek-chat,1.5,4
308,2,3,People can do things that are revolting to others if no one is harmed.,conservative,3.1,purity,inverse,deepseek-chat,1.5,4
309,3,2,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,conservative,3.2,purity,inverse,deepseek-chat,1.5,4
310,2,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",conservative,3.3,purity,inverse,deepseek-chat,1.5,4
311,3,2,The government does not need to try to help people live virtuously and avoid sin.,conservative,3.4,purity,inverse,deepseek-chat,1.5,4
312,1,4,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",conservative,4.1,fairness,inverse,deepseek-chat,1.5,4
313,3,2,"In the fight against terrorism, no peoples rights should have to be violated.",conservative,4.2,fairness,inverse,deepseek-chat,1.5,4
314,3,2,"Justice, fairness and equality are not the most important requirements for a society.",conservative,4.3,fairness,inverse,deepseek-chat,1.5,4
315,3,2,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",conservative,4.4,fairness,inverse,deepseek-chat,1.5,4
316,2,3,Men and women can play the same roles in society.,conservative,5.1,authority,inverse,deepseek-chat,1.5,4
317,3,2,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",conservative,5.2,authority,inverse,deepseek-chat,1.5,4
318,2,3,Respect for authority is not something all children need to learn.,conservative,5.3,authority,inverse,deepseek-chat,1.5,4
319,2,3,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",conservative,5.4,authority,inverse,deepseek-chat,1.5,4
320,2,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",liberal,1.1,ingroup,graham,deepseek-chat,1.5,5
321,2,2,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",liberal,1.2,ingroup,graham,deepseek-chat,1.5,5
322,2,2,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,liberal,1.3,ingroup,graham,deepseek-chat,1.5,5
323,3,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",liberal,1.4,ingroup,graham,deepseek-chat,1.5,5
324,4,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",liberal,2.1,fairness,graham,deepseek-chat,1.5,5
325,3,3,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",liberal,2.2,fairness,graham,deepseek-chat,1.5,5
326,4,4,"Justice, fairness and equality are the most important requirements for a society.",liberal,2.3,fairness,graham,deepseek-chat,1.5,5
327,4,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",liberal,2.4,fairness,graham,deepseek-chat,1.5,5
328,2,2,"People should not do things that are revolting to others, even if no one is harmed.",liberal,3.1,purity,graham,deepseek-chat,1.5,5
329,1,1,The government should try to help people live virtuously and avoid sin.,liberal,3.2,purity,graham,deepseek-chat,1.5,5
330,1,1,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,liberal,3.3,purity,graham,deepseek-chat,1.5,5
331,2,2,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",liberal,3.4,purity,graham,deepseek-chat,1.5,5
332,2,2,Men and women each have different roles to play in society.,liberal,4.1,authority,graham,deepseek-chat,1.5,5
333,3,3,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",liberal,4.2,authority,graham,deepseek-chat,1.5,5
334,3,3,Respect for authority is something all children need to learn.,liberal,4.3,authority,graham,deepseek-chat,1.5,5
335,2,2,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",liberal,4.4,authority,graham,deepseek-chat,1.5,5
336,4,4,"If I saw a mother slapping her child, I would be outraged.",liberal,5.1,harm,graham,deepseek-chat,1.5,5
337,3,3,It can never be right to kill a human being.,liberal,5.2,harm,graham,deepseek-chat,1.5,5
338,4,4,Compassion for those who are suffering is the most crucial virtue.,liberal,5.3,harm,graham,deepseek-chat,1.5,5
339,4,4,The government must first and foremost protect all people from harm.,liberal,5.4,harm,graham,deepseek-chat,1.5,5
340,3,2,"If I saw a mother slapping her child, I would not necesarily be outraged.",liberal,1.1,harm,inverse,deepseek-chat,1.5,5
341,3,2,"In some cases, it could be right to kill a human being.",liberal,1.2,harm,inverse,deepseek-chat,1.5,5
342,2,3,Compassion for those who are suffering is not the most crucial virtue.,liberal,1.3,harm,inverse,deepseek-chat,1.5,5
343,2,3,The government does not need to first and foremost protect all people from harm.,liberal,1.4,harm,inverse,deepseek-chat,1.5,5
344,3,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",liberal,2.1,ingroup,inverse,deepseek-chat,1.5,5
345,3,2,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",liberal,2.2,ingroup,inverse,deepseek-chat,1.5,5
346,4,1,Loyalty to ones group is not more important than ones individual concerns.,liberal,2.3,ingroup,inverse,deepseek-chat,1.5,5
347,2,3,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,liberal,2.4,ingroup,inverse,deepseek-chat,1.5,5
348,3,2,People can do things that are revolting to others if no one is harmed.,liberal,3.1,purity,inverse,deepseek-chat,1.5,5
349,4,1,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,liberal,3.2,purity,inverse,deepseek-chat,1.5,5
350,3,2,"Chastity is not still an important virtue for teenagers today, even if many think it is.",liberal,3.3,purity,inverse,deepseek-chat,1.5,5
351,4,1,The government does not need to try to help people live virtuously and avoid sin.,liberal,3.4,purity,inverse,deepseek-chat,1.5,5
352,2,3,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",liberal,4.1,fairness,inverse,deepseek-chat,1.5,5
353,3,2,"In the fight against terrorism, no peoples rights should have to be violated.",liberal,4.2,fairness,inverse,deepseek-chat,1.5,5
354,2,3,"Justice, fairness and equality are not the most important requirements for a society.",liberal,4.3,fairness,inverse,deepseek-chat,1.5,5
355,2,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",liberal,4.4,fairness,inverse,deepseek-chat,1.5,5
356,4,1,Men and women can play the same roles in society.,liberal,5.1,authority,inverse,deepseek-chat,1.5,5
357,3,2,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",liberal,5.2,authority,inverse,deepseek-chat,1.5,5
358,3,2,Respect for authority is not something all children need to learn.,liberal,5.3,authority,inverse,deepseek-chat,1.5,5
359,4,1,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",liberal,5.4,authority,inverse,deepseek-chat,1.5,5
360,3,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",conservative,1.1,ingroup,graham,deepseek-chat,1.5,5
361,4,4,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",conservative,1.2,ingroup,graham,deepseek-chat,1.5,5
362,4,4,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,conservative,1.3,ingroup,graham,deepseek-chat,1.5,5
363,4,4,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",conservative,1.4,ingroup,graham,deepseek-chat,1.5,5
364,4,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",conservative,2.1,fairness,graham,deepseek-chat,1.5,5
365,4,4,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",conservative,2.2,fairness,graham,deepseek-chat,1.5,5
366,3,3,"Justice, fairness and equality are the most important requirements for a society.",conservative,2.3,fairness,graham,deepseek-chat,1.5,5
367,3,3,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",conservative,2.4,fairness,graham,deepseek-chat,1.5,5
368,4,4,"People should not do things that are revolting to others, even if no one is harmed.",conservative,3.1,purity,graham,deepseek-chat,1.5,5
369,4,4,The government should try to help people live virtuously and avoid sin.,conservative,3.2,purity,graham,deepseek-chat,1.5,5
370,4,4,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,conservative,3.3,purity,graham,deepseek-chat,1.5,5
371,4,4,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",conservative,3.4,purity,graham,deepseek-chat,1.5,5
372,4,4,Men and women each have different roles to play in society.,conservative,4.1,authority,graham,deepseek-chat,1.5,5
373,4,4,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",conservative,4.2,authority,graham,deepseek-chat,1.5,5
374,4,4,Respect for authority is something all children need to learn.,conservative,4.3,authority,graham,deepseek-chat,1.5,5
375,4,4,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",conservative,4.4,authority,graham,deepseek-chat,1.5,5
376,4,4,"If I saw a mother slapping her child, I would be outraged.",conservative,5.1,harm,graham,deepseek-chat,1.5,5
377,3,3,It can never be right to kill a human being.,conservative,5.2,harm,graham,deepseek-chat,1.5,5
378,4,4,Compassion for those who are suffering is the most crucial virtue.,conservative,5.3,harm,graham,deepseek-chat,1.5,5
379,4,4,The government must first and foremost protect all people from harm.,conservative,5.4,harm,graham,deepseek-chat,1.5,5
380,3,2,"If I saw a mother slapping her child, I would not necesarily be outraged.",conservative,1.1,harm,inverse,deepseek-chat,1.5,5
381,2,3,"In some cases, it could be right to kill a human being.",conservative,1.2,harm,inverse,deepseek-chat,1.5,5
382,3,2,Compassion for those who are suffering is not the most crucial virtue.,conservative,1.3,harm,inverse,deepseek-chat,1.5,5
383,3,2,The government does not need to first and foremost protect all people from harm.,conservative,1.4,harm,inverse,deepseek-chat,1.5,5
384,3,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",conservative,2.1,ingroup,inverse,deepseek-chat,1.5,5
385,3,2,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",conservative,2.2,ingroup,inverse,deepseek-chat,1.5,5
386,3,2,Loyalty to ones group is not more important than ones individual concerns.,conservative,2.3,ingroup,inverse,deepseek-chat,1.5,5
387,3,2,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,conservative,2.4,ingroup,inverse,deepseek-chat,1.5,5
388,2,3,People can do things that are revolting to others if no one is harmed.,conservative,3.1,purity,inverse,deepseek-chat,1.5,5
389,3,2,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,conservative,3.2,purity,inverse,deepseek-chat,1.5,5
390,3,2,"Chastity is not still an important virtue for teenagers today, even if many think it is.",conservative,3.3,purity,inverse,deepseek-chat,1.5,5
391,3,2,The government does not need to try to help people live virtuously and avoid sin.,conservative,3.4,purity,inverse,deepseek-chat,1.5,5
392,2,3,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",conservative,4.1,fairness,inverse,deepseek-chat,1.5,5
393,2,3,"In the fight against terrorism, no peoples rights should have to be violated.",conservative,4.2,fairness,inverse,deepseek-chat,1.5,5
394,3,2,"Justice, fairness and equality are not the most important requirements for a society.",conservative,4.3,fairness,inverse,deepseek-chat,1.5,5
395,3,2,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",conservative,4.4,fairness,inverse,deepseek-chat,1.5,5
396,3,2,Men and women can play the same roles in society.,conservative,5.1,authority,inverse,deepseek-chat,1.5,5
397,2,3,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",conservative,5.2,authority,inverse,deepseek-chat,1.5,5
398,3,2,Respect for authority is not something all children need to learn.,conservative,5.3,authority,inverse,deepseek-chat,1.5,5
399,2,3,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",conservative,5.4,authority,inverse,deepseek-chat,1.5,5
400,3,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",liberal,1.1,ingroup,graham,deepseek-chat,1.5,6
401,2,2,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",liberal,1.2,ingroup,graham,deepseek-chat,1.5,6
402,2,2,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,liberal,1.3,ingroup,graham,deepseek-chat,1.5,6
403,3,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",liberal,1.4,ingroup,graham,deepseek-chat,1.5,6
404,4,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",liberal,2.1,fairness,graham,deepseek-chat,1.5,6
405,2,2,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",liberal,2.2,fairness,graham,deepseek-chat,1.5,6
406,5,5,"Justice, fairness and equality are the most important requirements for a society.",liberal,2.3,fairness,graham,deepseek-chat,1.5,6
407,4,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",liberal,2.4,fairness,graham,deepseek-chat,1.5,6
408,3,3,"People should not do things that are revolting to others, even if no one is harmed.",liberal,3.1,purity,graham,deepseek-chat,1.5,6
409,1,1,The government should try to help people live virtuously and avoid sin.,liberal,3.2,purity,graham,deepseek-chat,1.5,6
410,2,2,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,liberal,3.3,purity,graham,deepseek-chat,1.5,6
411,2,2,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",liberal,3.4,purity,graham,deepseek-chat,1.5,6
412,3,3,Men and women each have different roles to play in society.,liberal,4.1,authority,graham,deepseek-chat,1.5,6
413,2,2,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",liberal,4.2,authority,graham,deepseek-chat,1.5,6
414,3,3,Respect for authority is something all children need to learn.,liberal,4.3,authority,graham,deepseek-chat,1.5,6
415,2,2,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",liberal,4.4,authority,graham,deepseek-chat,1.5,6
416,4,4,"If I saw a mother slapping her child, I would be outraged.",liberal,5.1,harm,graham,deepseek-chat,1.5,6
417,2,2,It can never be right to kill a human being.,liberal,5.2,harm,graham,deepseek-chat,1.5,6
418,5,5,Compassion for those who are suffering is the most crucial virtue.,liberal,5.3,harm,graham,deepseek-chat,1.5,6
419,4,4,The government must first and foremost protect all people from harm.,liberal,5.4,harm,graham,deepseek-chat,1.5,6
420,3,2,"If I saw a mother slapping her child, I would not necesarily be outraged.",liberal,1.1,harm,inverse,deepseek-chat,1.5,6
421,3,2,"In some cases, it could be right to kill a human being.",liberal,1.2,harm,inverse,deepseek-chat,1.5,6
422,2,3,Compassion for those who are suffering is not the most crucial virtue.,liberal,1.3,harm,inverse,deepseek-chat,1.5,6
423,3,2,The government does not need to first and foremost protect all people from harm.,liberal,1.4,harm,inverse,deepseek-chat,1.5,6
424,3,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",liberal,2.1,ingroup,inverse,deepseek-chat,1.5,6
425,3,2,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",liberal,2.2,ingroup,inverse,deepseek-chat,1.5,6
426,4,1,Loyalty to ones group is not more important than ones individual concerns.,liberal,2.3,ingroup,inverse,deepseek-chat,1.5,6
427,2,3,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,liberal,2.4,ingroup,inverse,deepseek-chat,1.5,6
428,4,1,People can do things that are revolting to others if no one is harmed.,liberal,3.1,purity,inverse,deepseek-chat,1.5,6
429,4,1,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,liberal,3.2,purity,inverse,deepseek-chat,1.5,6
430,2,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",liberal,3.3,purity,inverse,deepseek-chat,1.5,6
431,5,0,The government does not need to try to help people live virtuously and avoid sin.,liberal,3.4,purity,inverse,deepseek-chat,1.5,6
432,2,3,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",liberal,4.1,fairness,inverse,deepseek-chat,1.5,6
433,3,2,"In the fight against terrorism, no peoples rights should have to be violated.",liberal,4.2,fairness,inverse,deepseek-chat,1.5,6
434,2,3,"Justice, fairness and equality are not the most important requirements for a society.",liberal,4.3,fairness,inverse,deepseek-chat,1.5,6
435,3,2,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",liberal,4.4,fairness,inverse,deepseek-chat,1.5,6
436,4,1,Men and women can play the same roles in society.,liberal,5.1,authority,inverse,deepseek-chat,1.5,6
437,3,2,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",liberal,5.2,authority,inverse,deepseek-chat,1.5,6
438,3,2,Respect for authority is not something all children need to learn.,liberal,5.3,authority,inverse,deepseek-chat,1.5,6
439,4,1,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",liberal,5.4,authority,inverse,deepseek-chat,1.5,6
440,3,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",conservative,1.1,ingroup,graham,deepseek-chat,1.5,6
441,3,3,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",conservative,1.2,ingroup,graham,deepseek-chat,1.5,6
442,4,4,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,conservative,1.3,ingroup,graham,deepseek-chat,1.5,6
443,4,4,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",conservative,1.4,ingroup,graham,deepseek-chat,1.5,6
444,4,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",conservative,2.1,fairness,graham,deepseek-chat,1.5,6
445,4,4,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",conservative,2.2,fairness,graham,deepseek-chat,1.5,6
446,3,3,"Justice, fairness and equality are the most important requirements for a society.",conservative,2.3,fairness,graham,deepseek-chat,1.5,6
447,3,3,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",conservative,2.4,fairness,graham,deepseek-chat,1.5,6
448,4,4,"People should not do things that are revolting to others, even if no one is harmed.",conservative,3.1,purity,graham,deepseek-chat,1.5,6
449,4,4,The government should try to help people live virtuously and avoid sin.,conservative,3.2,purity,graham,deepseek-chat,1.5,6
450,4,4,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,conservative,3.3,purity,graham,deepseek-chat,1.5,6
451,4,4,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",conservative,3.4,purity,graham,deepseek-chat,1.5,6
452,4,4,Men and women each have different roles to play in society.,conservative,4.1,authority,graham,deepseek-chat,1.5,6
453,4,4,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",conservative,4.2,authority,graham,deepseek-chat,1.5,6
454,4,4,Respect for authority is something all children need to learn.,conservative,4.3,authority,graham,deepseek-chat,1.5,6
455,4,4,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",conservative,4.4,authority,graham,deepseek-chat,1.5,6
456,4,4,"If I saw a mother slapping her child, I would be outraged.",conservative,5.1,harm,graham,deepseek-chat,1.5,6
457,4,4,It can never be right to kill a human being.,conservative,5.2,harm,graham,deepseek-chat,1.5,6
458,3,3,Compassion for those who are suffering is the most crucial virtue.,conservative,5.3,harm,graham,deepseek-chat,1.5,6
459,4,4,The government must first and foremost protect all people from harm.,conservative,5.4,harm,graham,deepseek-chat,1.5,6
460,2,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",conservative,1.1,harm,inverse,deepseek-chat,1.5,6
461,2,3,"In some cases, it could be right to kill a human being.",conservative,1.2,harm,inverse,deepseek-chat,1.5,6
462,3,2,Compassion for those who are suffering is not the most crucial virtue.,conservative,1.3,harm,inverse,deepseek-chat,1.5,6
463,2,3,The government does not need to first and foremost protect all people from harm.,conservative,1.4,harm,inverse,deepseek-chat,1.5,6
464,4,1,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",conservative,2.1,ingroup,inverse,deepseek-chat,1.5,6
465,2,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",conservative,2.2,ingroup,inverse,deepseek-chat,1.5,6
466,2,3,Loyalty to ones group is not more important than ones individual concerns.,conservative,2.3,ingroup,inverse,deepseek-chat,1.5,6
467,3,2,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,conservative,2.4,ingroup,inverse,deepseek-chat,1.5,6
468,3,2,People can do things that are revolting to others if no one is harmed.,conservative,3.1,purity,inverse,deepseek-chat,1.5,6
469,1,4,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,conservative,3.2,purity,inverse,deepseek-chat,1.5,6
470,2,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",conservative,3.3,purity,inverse,deepseek-chat,1.5,6
471,2,3,The government does not need to try to help people live virtuously and avoid sin.,conservative,3.4,purity,inverse,deepseek-chat,1.5,6
472,2,3,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",conservative,4.1,fairness,inverse,deepseek-chat,1.5,6
473,3,2,"In the fight against terrorism, no peoples rights should have to be violated.",conservative,4.2,fairness,inverse,deepseek-chat,1.5,6
474,4,1,"Justice, fairness and equality are not the most important requirements for a society.",conservative,4.3,fairness,inverse,deepseek-chat,1.5,6
475,3,2,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",conservative,4.4,fairness,inverse,deepseek-chat,1.5,6
476,2,3,Men and women can play the same roles in society.,conservative,5.1,authority,inverse,deepseek-chat,1.5,6
477,2,3,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",conservative,5.2,authority,inverse,deepseek-chat,1.5,6
478,2,3,Respect for authority is not something all children need to learn.,conservative,5.3,authority,inverse,deepseek-chat,1.5,6
479,2,3,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",conservative,5.4,authority,inverse,deepseek-chat,1.5,6
480,3,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",liberal,1.1,ingroup,graham,deepseek-chat,1.5,7
481,2,2,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",liberal,1.2,ingroup,graham,deepseek-chat,1.5,7
482,2,2,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,liberal,1.3,ingroup,graham,deepseek-chat,1.5,7
483,3,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",liberal,1.4,ingroup,graham,deepseek-chat,1.5,7
484,4,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",liberal,2.1,fairness,graham,deepseek-chat,1.5,7
485,3,3,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",liberal,2.2,fairness,graham,deepseek-chat,1.5,7
486,4,4,"Justice, fairness and equality are the most important requirements for a society.",liberal,2.3,fairness,graham,deepseek-chat,1.5,7
487,4,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",liberal,2.4,fairness,graham,deepseek-chat,1.5,7
488,3,3,"People should not do things that are revolting to others, even if no one is harmed.",liberal,3.1,purity,graham,deepseek-chat,1.5,7
489,1,1,The government should try to help people live virtuously and avoid sin.,liberal,3.2,purity,graham,deepseek-chat,1.5,7
490,2,2,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,liberal,3.3,purity,graham,deepseek-chat,1.5,7
491,2,2,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",liberal,3.4,purity,graham,deepseek-chat,1.5,7
492,2,2,Men and women each have different roles to play in society.,liberal,4.1,authority,graham,deepseek-chat,1.5,7
493,3,3,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",liberal,4.2,authority,graham,deepseek-chat,1.5,7
494,3,3,Respect for authority is something all children need to learn.,liberal,4.3,authority,graham,deepseek-chat,1.5,7
495,3,3,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",liberal,4.4,authority,graham,deepseek-chat,1.5,7
496,4,4,"If I saw a mother slapping her child, I would be outraged.",liberal,5.1,harm,graham,deepseek-chat,1.5,7
497,3,3,It can never be right to kill a human being.,liberal,5.2,harm,graham,deepseek-chat,1.5,7
498,4,4,Compassion for those who are suffering is the most crucial virtue.,liberal,5.3,harm,graham,deepseek-chat,1.5,7
499,4,4,The government must first and foremost protect all people from harm.,liberal,5.4,harm,graham,deepseek-chat,1.5,7
500,3,2,"If I saw a mother slapping her child, I would not necesarily be outraged.",liberal,1.1,harm,inverse,deepseek-chat,1.5,7
501,3,2,"In some cases, it could be right to kill a human being.",liberal,1.2,harm,inverse,deepseek-chat,1.5,7
502,3,2,Compassion for those who are suffering is not the most crucial virtue.,liberal,1.3,harm,inverse,deepseek-chat,1.5,7
503,2,3,The government does not need to first and foremost protect all people from harm.,liberal,1.4,harm,inverse,deepseek-chat,1.5,7
504,2,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",liberal,2.1,ingroup,inverse,deepseek-chat,1.5,7
505,3,2,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",liberal,2.2,ingroup,inverse,deepseek-chat,1.5,7
506,4,1,Loyalty to ones group is not more important than ones individual concerns.,liberal,2.3,ingroup,inverse,deepseek-chat,1.5,7
507,3,2,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,liberal,2.4,ingroup,inverse,deepseek-chat,1.5,7
508,3,2,People can do things that are revolting to others if no one is harmed.,liberal,3.1,purity,inverse,deepseek-chat,1.5,7
509,4,1,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,liberal,3.2,purity,inverse,deepseek-chat,1.5,7
510,3,2,"Chastity is not still an important virtue for teenagers today, even if many think it is.",liberal,3.3,purity,inverse,deepseek-chat,1.5,7
511,4,1,The government does not need to try to help people live virtuously and avoid sin.,liberal,3.4,purity,inverse,deepseek-chat,1.5,7
512,2,3,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",liberal,4.1,fairness,inverse,deepseek-chat,1.5,7
513,3,2,"In the fight against terrorism, no peoples rights should have to be violated.",liberal,4.2,fairness,inverse,deepseek-chat,1.5,7
514,2,3,"Justice, fairness and equality are not the most important requirements for a society.",liberal,4.3,fairness,inverse,deepseek-chat,1.5,7
515,2,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",liberal,4.4,fairness,inverse,deepseek-chat,1.5,7
516,4,1,Men and women can play the same roles in society.,liberal,5.1,authority,inverse,deepseek-chat,1.5,7
517,3,2,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",liberal,5.2,authority,inverse,deepseek-chat,1.5,7
518,3,2,Respect for authority is not something all children need to learn.,liberal,5.3,authority,inverse,deepseek-chat,1.5,7
519,4,1,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",liberal,5.4,authority,inverse,deepseek-chat,1.5,7
