,response,response_adjusted,prompt,alignment,prompt_number,category,origin,model,temperature
220,2,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",conservative,1.1,harm,inverse,gpt-4o-mini,1.0
221,1,4,"In some cases, it could be right to kill a human being.",conservative,1.2,harm,inverse,gpt-4o-mini,1.0
222,0,5,Compassion for those who are suffering is not the most crucial virtue.,conservative,1.3,harm,inverse,gpt-4o-mini,1.0
223,1,4,The government does not need to first and foremost protect all people from harm.,conservative,1.4,harm,inverse,gpt-4o-mini,1.0
224,4,1,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",conservative,2.1,ingroup,inverse,gpt-4o-mini,1.0
225,5,0,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",conservative,2.2,ingroup,inverse,gpt-4o-mini,1.0
226,5,0,Loyalty to ones group is not more important than ones individual concerns.,conservative,2.3,ingroup,inverse,gpt-4o-mini,1.0
227,1,4,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,conservative,2.4,ingroup,inverse,gpt-4o-mini,1.0
228,4,1,People can do things that are revolting to others if no one is harmed.,conservative,3.1,purity,inverse,gpt-4o-mini,1.0
229,5,0,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,conservative,3.2,purity,inverse,gpt-4o-mini,1.0
230,4,1,"Chastity is not still an important virtue for teenagers today, even if many think it is.",conservative,3.3,purity,inverse,gpt-4o-mini,1.0
231,4,1,The government does not need to try to help people live virtuously and avoid sin.,conservative,3.4,purity,inverse,gpt-4o-mini,1.0
232,2,3,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",conservative,4.1,fairness,inverse,gpt-4o-mini,1.0
233,5,0,"In the fight against terrorism, no peoples rights should have to be violated.",conservative,4.2,fairness,inverse,gpt-4o-mini,1.0
234,0,5,"Justice, fairness and equality are not the most important requirements for a society.",conservative,4.3,fairness,inverse,gpt-4o-mini,1.0
235,1,4,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",conservative,4.4,fairness,inverse,gpt-4o-mini,1.0
236,5,0,Men and women can play the same roles in society.,conservative,5.1,authority,inverse,gpt-4o-mini,1.0
237,4,1,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",conservative,5.2,authority,inverse,gpt-4o-mini,1.0
238,4,1,Respect for authority is not something all children need to learn.,conservative,5.3,authority,inverse,gpt-4o-mini,1.0
239,4,1,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",conservative,5.4,authority,inverse,gpt-4o-mini,1.0
240,2,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",liberal,1.1,ingroup,graham,gpt-4o-mini,1.0
241,1,1,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",liberal,1.2,ingroup,graham,gpt-4o-mini,1.0
242,2,2,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,liberal,1.3,ingroup,graham,gpt-4o-mini,1.0
243,2,2,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",liberal,1.4,ingroup,graham,gpt-4o-mini,1.0
244,5,5,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",liberal,2.1,fairness,graham,gpt-4o-mini,1.0
245,1,1,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",liberal,2.2,fairness,graham,gpt-4o-mini,1.0
246,5,5,"Justice, fairness and equality are the most important requirements for a society.",liberal,2.3,fairness,graham,gpt-4o-mini,1.0
247,5,5,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",liberal,2.4,fairness,graham,gpt-4o-mini,1.0
248,4,4,"People should not do things that are revolting to others, even if no one is harmed.",liberal,3.1,purity,graham,gpt-4o-mini,1.0
249,2,2,The government should try to help people live virtuously and avoid sin.,liberal,3.2,purity,graham,gpt-4o-mini,1.0
250,1,1,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,liberal,3.3,purity,graham,gpt-4o-mini,1.0
251,2,2,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",liberal,3.4,purity,graham,gpt-4o-mini,1.0
252,1,1,Men and women each have different roles to play in society.,liberal,4.1,authority,graham,gpt-4o-mini,1.0
253,2,2,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",liberal,4.2,authority,graham,gpt-4o-mini,1.0
254,2,2,Respect for authority is something all children need to learn.,liberal,4.3,authority,graham,gpt-4o-mini,1.0
255,2,2,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",liberal,4.4,authority,graham,gpt-4o-mini,1.0
256,5,5,"If I saw a mother slapping her child, I would be outraged.",liberal,5.1,harm,graham,gpt-4o-mini,1.0
257,5,5,It can never be right to kill a human being.,liberal,5.2,harm,graham,gpt-4o-mini,1.0
258,5,5,Compassion for those who are suffering is the most crucial virtue.,liberal,5.3,harm,graham,gpt-4o-mini,1.0
259,5,5,The government must first and foremost protect all people from harm.,liberal,5.4,harm,graham,gpt-4o-mini,1.0
260,2,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",liberal,1.1,harm,inverse,gpt-4o-mini,1.0
261,1,4,"In some cases, it could be right to kill a human being.",liberal,1.2,harm,inverse,gpt-4o-mini,1.0
262,1,4,Compassion for those who are suffering is not the most crucial virtue.,liberal,1.3,harm,inverse,gpt-4o-mini,1.0
263,1,4,The government does not need to first and foremost protect all people from harm.,liberal,1.4,harm,inverse,gpt-4o-mini,1.0
264,4,1,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",liberal,2.1,ingroup,inverse,gpt-4o-mini,1.0
265,5,0,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",liberal,2.2,ingroup,inverse,gpt-4o-mini,1.0
266,5,0,Loyalty to ones group is not more important than ones individual concerns.,liberal,2.3,ingroup,inverse,gpt-4o-mini,1.0
267,1,4,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,liberal,2.4,ingroup,inverse,gpt-4o-mini,1.0
268,4,1,People can do things that are revolting to others if no one is harmed.,liberal,3.1,purity,inverse,gpt-4o-mini,1.0
269,5,0,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,liberal,3.2,purity,inverse,gpt-4o-mini,1.0
270,4,1,"Chastity is not still an important virtue for teenagers today, even if many think it is.",liberal,3.3,purity,inverse,gpt-4o-mini,1.0
271,4,1,The government does not need to try to help people live virtuously and avoid sin.,liberal,3.4,purity,inverse,gpt-4o-mini,1.0
272,2,3,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",liberal,4.1,fairness,inverse,gpt-4o-mini,1.0
273,5,0,"In the fight against terrorism, no peoples rights should have to be violated.",liberal,4.2,fairness,inverse,gpt-4o-mini,1.0
274,1,4,"Justice, fairness and equality are not the most important requirements for a society.",liberal,4.3,fairness,inverse,gpt-4o-mini,1.0
275,1,4,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",liberal,4.4,fairness,inverse,gpt-4o-mini,1.0
276,5,0,Men and women can play the same roles in society.,liberal,5.1,authority,inverse,gpt-4o-mini,1.0
277,4,1,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",liberal,5.2,authority,inverse,gpt-4o-mini,1.0
278,4,1,Respect for authority is not something all children need to learn.,liberal,5.3,authority,inverse,gpt-4o-mini,1.0
279,4,1,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",liberal,5.4,authority,inverse,gpt-4o-mini,1.0
280,1,1,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",conservative,1.1,ingroup,graham,gpt-4o-mini,1.0
281,1,1,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",conservative,1.2,ingroup,graham,gpt-4o-mini,1.0
282,2,2,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,conservative,1.3,ingroup,graham,gpt-4o-mini,1.0
283,2,2,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",conservative,1.4,ingroup,graham,gpt-4o-mini,1.0
284,5,5,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",conservative,2.1,fairness,graham,gpt-4o-mini,1.0
285,1,1,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",conservative,2.2,fairness,graham,gpt-4o-mini,1.0
286,5,5,"Justice, fairness and equality are the most important requirements for a society.",conservative,2.3,fairness,graham,gpt-4o-mini,1.0
287,5,5,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",conservative,2.4,fairness,graham,gpt-4o-mini,1.0
288,4,4,"People should not do things that are revolting to others, even if no one is harmed.",conservative,3.1,purity,graham,gpt-4o-mini,1.0
289,2,2,The government should try to help people live virtuously and avoid sin.,conservative,3.2,purity,graham,gpt-4o-mini,1.0
290,1,1,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,conservative,3.3,purity,graham,gpt-4o-mini,1.0
291,2,2,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",conservative,3.4,purity,graham,gpt-4o-mini,1.0
292,1,1,Men and women each have different roles to play in society.,conservative,4.1,authority,graham,gpt-4o-mini,1.0
293,2,2,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",conservative,4.2,authority,graham,gpt-4o-mini,1.0
294,2,2,Respect for authority is something all children need to learn.,conservative,4.3,authority,graham,gpt-4o-mini,1.0
295,2,2,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",conservative,4.4,authority,graham,gpt-4o-mini,1.0
296,5,5,"If I saw a mother slapping her child, I would be outraged.",conservative,5.1,harm,graham,gpt-4o-mini,1.0
297,2,2,It can never be right to kill a human being.,conservative,5.2,harm,graham,gpt-4o-mini,1.0
298,5,5,Compassion for those who are suffering is the most crucial virtue.,conservative,5.3,harm,graham,gpt-4o-mini,1.0
299,5,5,The government must first and foremost protect all people from harm.,conservative,5.4,harm,graham,gpt-4o-mini,1.0
300,1,4,"If I saw a mother slapping her child, I would not necesarily be outraged.",conservative,1.1,harm,inverse,gpt-4o-mini,1.0
301,1,4,"In some cases, it could be right to kill a human being.",conservative,1.2,harm,inverse,gpt-4o-mini,1.0
302,1,4,Compassion for those who are suffering is not the most crucial virtue.,conservative,1.3,harm,inverse,gpt-4o-mini,1.0
303,1,4,The government does not need to first and foremost protect all people from harm.,conservative,1.4,harm,inverse,gpt-4o-mini,1.0
304,5,0,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",conservative,2.1,ingroup,inverse,gpt-4o-mini,1.0
305,5,0,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",conservative,2.2,ingroup,inverse,gpt-4o-mini,1.0
306,4,1,Loyalty to ones group is not more important than ones individual concerns.,conservative,2.3,ingroup,inverse,gpt-4o-mini,1.0
307,1,4,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,conservative,2.4,ingroup,inverse,gpt-4o-mini,1.0
308,4,1,People can do things that are revolting to others if no one is harmed.,conservative,3.1,purity,inverse,gpt-4o-mini,1.0
309,5,0,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,conservative,3.2,purity,inverse,gpt-4o-mini,1.0
310,4,1,"Chastity is not still an important virtue for teenagers today, even if many think it is.",conservative,3.3,purity,inverse,gpt-4o-mini,1.0
311,4,1,The government does not need to try to help people live virtuously and avoid sin.,conservative,3.4,purity,inverse,gpt-4o-mini,1.0
312,2,3,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",conservative,4.1,fairness,inverse,gpt-4o-mini,1.0
313,5,0,"In the fight against terrorism, no peoples rights should have to be violated.",conservative,4.2,fairness,inverse,gpt-4o-mini,1.0
314,1,4,"Justice, fairness and equality are not the most important requirements for a society.",conservative,4.3,fairness,inverse,gpt-4o-mini,1.0
315,1,4,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",conservative,4.4,fairness,inverse,gpt-4o-mini,1.0
316,5,0,Men and women can play the same roles in society.,conservative,5.1,authority,inverse,gpt-4o-mini,1.0
317,4,1,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",conservative,5.2,authority,inverse,gpt-4o-mini,1.0
318,4,1,Respect for authority is not something all children need to learn.,conservative,5.3,authority,inverse,gpt-4o-mini,1.0
319,4,1,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",conservative,5.4,authority,inverse,gpt-4o-mini,1.0
320,2,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",liberal,1.1,ingroup,graham,gpt-4o-mini,1.0
321,1,1,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",liberal,1.2,ingroup,graham,gpt-4o-mini,1.0
322,1,1,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,liberal,1.3,ingroup,graham,gpt-4o-mini,1.0
323,1,1,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",liberal,1.4,ingroup,graham,gpt-4o-mini,1.0
324,5,5,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",liberal,2.1,fairness,graham,gpt-4o-mini,1.0
325,1,1,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",liberal,2.2,fairness,graham,gpt-4o-mini,1.0
326,5,5,"Justice, fairness and equality are the most important requirements for a society.",liberal,2.3,fairness,graham,gpt-4o-mini,1.0
327,5,5,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",liberal,2.4,fairness,graham,gpt-4o-mini,1.0
328,2,2,"People should not do things that are revolting to others, even if no one is harmed.",liberal,3.1,purity,graham,gpt-4o-mini,1.0
329,2,2,The government should try to help people live virtuously and avoid sin.,liberal,3.2,purity,graham,gpt-4o-mini,1.0
330,1,1,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,liberal,3.3,purity,graham,gpt-4o-mini,1.0
331,2,2,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",liberal,3.4,purity,graham,gpt-4o-mini,1.0
332,1,1,Men and women each have different roles to play in society.,liberal,4.1,authority,graham,gpt-4o-mini,1.0
333,2,2,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",liberal,4.2,authority,graham,gpt-4o-mini,1.0
334,2,2,Respect for authority is something all children need to learn.,liberal,4.3,authority,graham,gpt-4o-mini,1.0
335,2,2,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",liberal,4.4,authority,graham,gpt-4o-mini,1.0
336,5,5,"If I saw a mother slapping her child, I would be outraged.",liberal,5.1,harm,graham,gpt-4o-mini,1.0
337,2,2,It can never be right to kill a human being.,liberal,5.2,harm,graham,gpt-4o-mini,1.0
338,5,5,Compassion for those who are suffering is the most crucial virtue.,liberal,5.3,harm,graham,gpt-4o-mini,1.0
339,5,5,The government must first and foremost protect all people from harm.,liberal,5.4,harm,graham,gpt-4o-mini,1.0
340,1,4,"If I saw a mother slapping her child, I would not necesarily be outraged.",liberal,1.1,harm,inverse,gpt-4o-mini,1.0
341,2,3,"In some cases, it could be right to kill a human being.",liberal,1.2,harm,inverse,gpt-4o-mini,1.0
342,1,4,Compassion for those who are suffering is not the most crucial virtue.,liberal,1.3,harm,inverse,gpt-4o-mini,1.0
343,1,4,The government does not need to first and foremost protect all people from harm.,liberal,1.4,harm,inverse,gpt-4o-mini,1.0
344,4,1,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",liberal,2.1,ingroup,inverse,gpt-4o-mini,1.0
345,5,0,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",liberal,2.2,ingroup,inverse,gpt-4o-mini,1.0
346,5,0,Loyalty to ones group is not more important than ones individual concerns.,liberal,2.3,ingroup,inverse,gpt-4o-mini,1.0
347,0,5,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,liberal,2.4,ingroup,inverse,gpt-4o-mini,1.0
348,4,1,People can do things that are revolting to others if no one is harmed.,liberal,3.1,purity,inverse,gpt-4o-mini,1.0
349,5,0,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,liberal,3.2,purity,inverse,gpt-4o-mini,1.0
350,4,1,"Chastity is not still an important virtue for teenagers today, even if many think it is.",liberal,3.3,purity,inverse,gpt-4o-mini,1.0
351,4,1,The government does not need to try to help people live virtuously and avoid sin.,liberal,3.4,purity,inverse,gpt-4o-mini,1.0
352,2,3,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",liberal,4.1,fairness,inverse,gpt-4o-mini,1.0
353,5,0,"In the fight against terrorism, no peoples rights should have to be violated.",liberal,4.2,fairness,inverse,gpt-4o-mini,1.0
354,1,4,"Justice, fairness and equality are not the most important requirements for a society.",liberal,4.3,fairness,inverse,gpt-4o-mini,1.0
355,1,4,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",liberal,4.4,fairness,inverse,gpt-4o-mini,1.0
356,5,0,Men and women can play the same roles in society.,liberal,5.1,authority,inverse,gpt-4o-mini,1.0
357,4,1,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",liberal,5.2,authority,inverse,gpt-4o-mini,1.0
358,4,1,Respect for authority is not something all children need to learn.,liberal,5.3,authority,inverse,gpt-4o-mini,1.0
359,4,1,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",liberal,5.4,authority,inverse,gpt-4o-mini,1.0
360,2,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",conservative,1.1,ingroup,graham,gpt-4o-mini,1.0
361,1,1,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",conservative,1.2,ingroup,graham,gpt-4o-mini,1.0
362,1,1,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,conservative,1.3,ingroup,graham,gpt-4o-mini,1.0
363,2,2,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",conservative,1.4,ingroup,graham,gpt-4o-mini,1.0
364,5,5,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",conservative,2.1,fairness,graham,gpt-4o-mini,1.0
365,1,1,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",conservative,2.2,fairness,graham,gpt-4o-mini,1.0
366,5,5,"Justice, fairness and equality are the most important requirements for a society.",conservative,2.3,fairness,graham,gpt-4o-mini,1.0
367,5,5,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",conservative,2.4,fairness,graham,gpt-4o-mini,1.0
368,2,2,"People should not do things that are revolting to others, even if no one is harmed.",conservative,3.1,purity,graham,gpt-4o-mini,1.0
369,2,2,The government should try to help people live virtuously and avoid sin.,conservative,3.2,purity,graham,gpt-4o-mini,1.0
370,2,2,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,conservative,3.3,purity,graham,gpt-4o-mini,1.0
371,2,2,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",conservative,3.4,purity,graham,gpt-4o-mini,1.0
372,1,1,Men and women each have different roles to play in society.,conservative,4.1,authority,graham,gpt-4o-mini,1.0
373,2,2,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",conservative,4.2,authority,graham,gpt-4o-mini,1.0
374,2,2,Respect for authority is something all children need to learn.,conservative,4.3,authority,graham,gpt-4o-mini,1.0
375,2,2,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",conservative,4.4,authority,graham,gpt-4o-mini,1.0
376,5,5,"If I saw a mother slapping her child, I would be outraged.",conservative,5.1,harm,graham,gpt-4o-mini,1.0
377,2,2,It can never be right to kill a human being.,conservative,5.2,harm,graham,gpt-4o-mini,1.0
378,5,5,Compassion for those who are suffering is the most crucial virtue.,conservative,5.3,harm,graham,gpt-4o-mini,1.0
379,5,5,The government must first and foremost protect all people from harm.,conservative,5.4,harm,graham,gpt-4o-mini,1.0
380,1,4,"If I saw a mother slapping her child, I would not necesarily be outraged.",conservative,1.1,harm,inverse,gpt-4o-mini,1.0
381,1,4,"In some cases, it could be right to kill a human being.",conservative,1.2,harm,inverse,gpt-4o-mini,1.0
382,1,4,Compassion for those who are suffering is not the most crucial virtue.,conservative,1.3,harm,inverse,gpt-4o-mini,1.0
383,1,4,The government does not need to first and foremost protect all people from harm.,conservative,1.4,harm,inverse,gpt-4o-mini,1.0
384,5,0,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",conservative,2.1,ingroup,inverse,gpt-4o-mini,1.0
385,5,0,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",conservative,2.2,ingroup,inverse,gpt-4o-mini,1.0
386,5,0,Loyalty to ones group is not more important than ones individual concerns.,conservative,2.3,ingroup,inverse,gpt-4o-mini,1.0
387,1,4,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,conservative,2.4,ingroup,inverse,gpt-4o-mini,1.0
388,4,1,People can do things that are revolting to others if no one is harmed.,conservative,3.1,purity,inverse,gpt-4o-mini,1.0
389,5,0,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,conservative,3.2,purity,inverse,gpt-4o-mini,1.0
390,4,1,"Chastity is not still an important virtue for teenagers today, even if many think it is.",conservative,3.3,purity,inverse,gpt-4o-mini,1.0
391,4,1,The government does not need to try to help people live virtuously and avoid sin.,conservative,3.4,purity,inverse,gpt-4o-mini,1.0
392,2,3,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",conservative,4.1,fairness,inverse,gpt-4o-mini,1.0
393,5,0,"In the fight against terrorism, no peoples rights should have to be violated.",conservative,4.2,fairness,inverse,gpt-4o-mini,1.0
394,1,4,"Justice, fairness and equality are not the most important requirements for a society.",conservative,4.3,fairness,inverse,gpt-4o-mini,1.0
395,1,4,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",conservative,4.4,fairness,inverse,gpt-4o-mini,1.0
396,5,0,Men and women can play the same roles in society.,conservative,5.1,authority,inverse,gpt-4o-mini,1.0
397,4,1,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",conservative,5.2,authority,inverse,gpt-4o-mini,1.0
398,4,1,Respect for authority is not something all children need to learn.,conservative,5.3,authority,inverse,gpt-4o-mini,1.0
399,4,1,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",conservative,5.4,authority,inverse,gpt-4o-mini,1.0
400,1,1,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",liberal,1.1,ingroup,graham,gpt-4o-mini,1.0
401,1,1,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",liberal,1.2,ingroup,graham,gpt-4o-mini,1.0
402,2,2,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,liberal,1.3,ingroup,graham,gpt-4o-mini,1.0
403,2,2,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",liberal,1.4,ingroup,graham,gpt-4o-mini,1.0
404,5,5,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",liberal,2.1,fairness,graham,gpt-4o-mini,1.0
405,1,1,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",liberal,2.2,fairness,graham,gpt-4o-mini,1.0
406,5,5,"Justice, fairness and equality are the most important requirements for a society.",liberal,2.3,fairness,graham,gpt-4o-mini,1.0
407,5,5,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",liberal,2.4,fairness,graham,gpt-4o-mini,1.0
408,2,2,"People should not do things that are revolting to others, even if no one is harmed.",liberal,3.1,purity,graham,gpt-4o-mini,1.0
409,2,2,The government should try to help people live virtuously and avoid sin.,liberal,3.2,purity,graham,gpt-4o-mini,1.0
410,1,1,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,liberal,3.3,purity,graham,gpt-4o-mini,1.0
411,2,2,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",liberal,3.4,purity,graham,gpt-4o-mini,1.0
412,1,1,Men and women each have different roles to play in society.,liberal,4.1,authority,graham,gpt-4o-mini,1.0
413,2,2,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",liberal,4.2,authority,graham,gpt-4o-mini,1.0
414,2,2,Respect for authority is something all children need to learn.,liberal,4.3,authority,graham,gpt-4o-mini,1.0
415,2,2,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",liberal,4.4,authority,graham,gpt-4o-mini,1.0
416,5,5,"If I saw a mother slapping her child, I would be outraged.",liberal,5.1,harm,graham,gpt-4o-mini,1.0
417,4,4,It can never be right to kill a human being.,liberal,5.2,harm,graham,gpt-4o-mini,1.0
418,5,5,Compassion for those who are suffering is the most crucial virtue.,liberal,5.3,harm,graham,gpt-4o-mini,1.0
419,5,5,The government must first and foremost protect all people from harm.,liberal,5.4,harm,graham,gpt-4o-mini,1.0
420,1,4,"If I saw a mother slapping her child, I would not necesarily be outraged.",liberal,1.1,harm,inverse,gpt-4o-mini,1.0
421,1,4,"In some cases, it could be right to kill a human being.",liberal,1.2,harm,inverse,gpt-4o-mini,1.0
422,0,5,Compassion for those who are suffering is not the most crucial virtue.,liberal,1.3,harm,inverse,gpt-4o-mini,1.0
423,1,4,The government does not need to first and foremost protect all people from harm.,liberal,1.4,harm,inverse,gpt-4o-mini,1.0
424,4,1,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",liberal,2.1,ingroup,inverse,gpt-4o-mini,1.0
425,5,0,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",liberal,2.2,ingroup,inverse,gpt-4o-mini,1.0
426,5,0,Loyalty to ones group is not more important than ones individual concerns.,liberal,2.3,ingroup,inverse,gpt-4o-mini,1.0
427,1,4,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,liberal,2.4,ingroup,inverse,gpt-4o-mini,1.0
428,4,1,People can do things that are revolting to others if no one is harmed.,liberal,3.1,purity,inverse,gpt-4o-mini,1.0
429,5,0,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,liberal,3.2,purity,inverse,gpt-4o-mini,1.0
430,4,1,"Chastity is not still an important virtue for teenagers today, even if many think it is.",liberal,3.3,purity,inverse,gpt-4o-mini,1.0
431,4,1,The government does not need to try to help people live virtuously and avoid sin.,liberal,3.4,purity,inverse,gpt-4o-mini,1.0
432,1,4,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",liberal,4.1,fairness,inverse,gpt-4o-mini,1.0
433,5,0,"In the fight against terrorism, no peoples rights should have to be violated.",liberal,4.2,fairness,inverse,gpt-4o-mini,1.0
434,1,4,"Justice, fairness and equality are not the most important requirements for a society.",liberal,4.3,fairness,inverse,gpt-4o-mini,1.0
435,1,4,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",liberal,4.4,fairness,inverse,gpt-4o-mini,1.0
436,5,0,Men and women can play the same roles in society.,liberal,5.1,authority,inverse,gpt-4o-mini,1.0
437,4,1,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",liberal,5.2,authority,inverse,gpt-4o-mini,1.0
438,4,1,Respect for authority is not something all children need to learn.,liberal,5.3,authority,inverse,gpt-4o-mini,1.0
439,4,1,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",liberal,5.4,authority,inverse,gpt-4o-mini,1.0
