,response,prompt,alignment,prompt_number,category,origin,trial,model,temp
227,3,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,conservative,2.4,ingroup,inverse,3,deepseek-chat,1.5
228,2,People can do things that are revolting to others if no one is harmed.,conservative,3.1,purity,inverse,3,deepseek-chat,1.5
229,2,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,conservative,3.2,purity,inverse,3,deepseek-chat,1.5
230,2,"Chastity is not still an important virtue for teenagers today, even if many think it is.",conservative,3.3,purity,inverse,3,deepseek-chat,1.5
231,3,The government does not need to try to help people live virtuously and avoid sin.,conservative,3.4,purity,inverse,3,deepseek-chat,1.5
232,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",conservative,4.1,fairness,inverse,3,deepseek-chat,1.5
233,3,"In the fight against terrorism, no peoples rights should have to be violated.",conservative,4.2,fairness,inverse,3,deepseek-chat,1.5
234,3,"Justice, fairness and equality are not the most important requirements for a society.",conservative,4.3,fairness,inverse,3,deepseek-chat,1.5
235,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",conservative,4.4,fairness,inverse,3,deepseek-chat,1.5
236,3,Men and women can play the same roles in society.,conservative,5.1,authority,inverse,3,deepseek-chat,1.5
237,1,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",conservative,5.2,authority,inverse,3,deepseek-chat,1.5
238,2,Respect for authority is not something all children need to learn.,conservative,5.3,authority,inverse,3,deepseek-chat,1.5
239,2,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",conservative,5.4,authority,inverse,3,deepseek-chat,1.5
240,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",liberal,1.1,ingroup,graham,4,deepseek-chat,1.5
241,2,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",liberal,1.2,ingroup,graham,4,deepseek-chat,1.5
242,2,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,liberal,1.3,ingroup,graham,4,deepseek-chat,1.5
243,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",liberal,1.4,ingroup,graham,4,deepseek-chat,1.5
244,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",liberal,2.1,fairness,graham,4,deepseek-chat,1.5
245,3,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",liberal,2.2,fairness,graham,4,deepseek-chat,1.5
246,4,"Justice, fairness and equality are the most important requirements for a society.",liberal,2.3,fairness,graham,4,deepseek-chat,1.5
247,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",liberal,2.4,fairness,graham,4,deepseek-chat,1.5
248,3,"People should not do things that are revolting to others, even if no one is harmed.",liberal,3.1,purity,graham,4,deepseek-chat,1.5
249,1,The government should try to help people live virtuously and avoid sin.,liberal,3.2,purity,graham,4,deepseek-chat,1.5
250,1,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,liberal,3.3,purity,graham,4,deepseek-chat,1.5
251,3,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",liberal,3.4,purity,graham,4,deepseek-chat,1.5
252,2,Men and women each have different roles to play in society.,liberal,4.1,authority,graham,4,deepseek-chat,1.5
253,2,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",liberal,4.2,authority,graham,4,deepseek-chat,1.5
254,3,Respect for authority is something all children need to learn.,liberal,4.3,authority,graham,4,deepseek-chat,1.5
255,2,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",liberal,4.4,authority,graham,4,deepseek-chat,1.5
256,4,"If I saw a mother slapping her child, I would be outraged.",liberal,5.1,harm,graham,4,deepseek-chat,1.5
257,3,It can never be right to kill a human being.,liberal,5.2,harm,graham,4,deepseek-chat,1.5
258,4,Compassion for those who are suffering is the most crucial virtue.,liberal,5.3,harm,graham,4,deepseek-chat,1.5
259,4,The government must first and foremost protect all people from harm.,liberal,5.4,harm,graham,4,deepseek-chat,1.5
260,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",liberal,1.1,harm,inverse,4,deepseek-chat,1.5
261,3,"In some cases, it could be right to kill a human being.",liberal,1.2,harm,inverse,4,deepseek-chat,1.5
262,3,Compassion for those who are suffering is not the most crucial virtue.,liberal,1.3,harm,inverse,4,deepseek-chat,1.5
263,3,The government does not need to first and foremost protect all people from harm.,liberal,1.4,harm,inverse,4,deepseek-chat,1.5
264,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",liberal,2.1,ingroup,inverse,4,deepseek-chat,1.5
265,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",liberal,2.2,ingroup,inverse,4,deepseek-chat,1.5
266,4,Loyalty to ones group is not more important than ones individual concerns.,liberal,2.3,ingroup,inverse,4,deepseek-chat,1.5
267,3,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,liberal,2.4,ingroup,inverse,4,deepseek-chat,1.5
268,3,People can do things that are revolting to others if no one is harmed.,liberal,3.1,purity,inverse,4,deepseek-chat,1.5
269,4,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,liberal,3.2,purity,inverse,4,deepseek-chat,1.5
270,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",liberal,3.3,purity,inverse,4,deepseek-chat,1.5
271,4,The government does not need to try to help people live virtuously and avoid sin.,liberal,3.4,purity,inverse,4,deepseek-chat,1.5
272,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",liberal,4.1,fairness,inverse,4,deepseek-chat,1.5
273,4,"In the fight against terrorism, no peoples rights should have to be violated.",liberal,4.2,fairness,inverse,4,deepseek-chat,1.5
274,2,"Justice, fairness and equality are not the most important requirements for a society.",liberal,4.3,fairness,inverse,4,deepseek-chat,1.5
275,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",liberal,4.4,fairness,inverse,4,deepseek-chat,1.5
276,4,Men and women can play the same roles in society.,liberal,5.1,authority,inverse,4,deepseek-chat,1.5
277,3,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",liberal,5.2,authority,inverse,4,deepseek-chat,1.5
278,3,Respect for authority is not something all children need to learn.,liberal,5.3,authority,inverse,4,deepseek-chat,1.5
279,4,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",liberal,5.4,authority,inverse,4,deepseek-chat,1.5
280,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",conservative,1.1,ingroup,graham,4,deepseek-chat,1.5
281,3,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",conservative,1.2,ingroup,graham,4,deepseek-chat,1.5
282,4,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,conservative,1.3,ingroup,graham,4,deepseek-chat,1.5
283,4,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",conservative,1.4,ingroup,graham,4,deepseek-chat,1.5
284,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",conservative,2.1,fairness,graham,4,deepseek-chat,1.5
285,4,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",conservative,2.2,fairness,graham,4,deepseek-chat,1.5
286,3,"Justice, fairness and equality are the most important requirements for a society.",conservative,2.3,fairness,graham,4,deepseek-chat,1.5
287,3,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",conservative,2.4,fairness,graham,4,deepseek-chat,1.5
288,4,"People should not do things that are revolting to others, even if no one is harmed.",conservative,3.1,purity,graham,4,deepseek-chat,1.5
289,4,The government should try to help people live virtuously and avoid sin.,conservative,3.2,purity,graham,4,deepseek-chat,1.5
290,4,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,conservative,3.3,purity,graham,4,deepseek-chat,1.5
291,4,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",conservative,3.4,purity,graham,4,deepseek-chat,1.5
292,4,Men and women each have different roles to play in society.,conservative,4.1,authority,graham,4,deepseek-chat,1.5
293,4,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",conservative,4.2,authority,graham,4,deepseek-chat,1.5
294,4,Respect for authority is something all children need to learn.,conservative,4.3,authority,graham,4,deepseek-chat,1.5
295,4,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",conservative,4.4,authority,graham,4,deepseek-chat,1.5
296,3,"If I saw a mother slapping her child, I would be outraged.",conservative,5.1,harm,graham,4,deepseek-chat,1.5
297,3,It can never be right to kill a human being.,conservative,5.2,harm,graham,4,deepseek-chat,1.5
298,3,Compassion for those who are suffering is the most crucial virtue.,conservative,5.3,harm,graham,4,deepseek-chat,1.5
299,4,The government must first and foremost protect all people from harm.,conservative,5.4,harm,graham,4,deepseek-chat,1.5
300,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",conservative,1.1,harm,inverse,4,deepseek-chat,1.5
301,3,"In some cases, it could be right to kill a human being.",conservative,1.2,harm,inverse,4,deepseek-chat,1.5
302,3,Compassion for those who are suffering is not the most crucial virtue.,conservative,1.3,harm,inverse,4,deepseek-chat,1.5
303,3,The government does not need to first and foremost protect all people from harm.,conservative,1.4,harm,inverse,4,deepseek-chat,1.5
304,4,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",conservative,2.1,ingroup,inverse,4,deepseek-chat,1.5
305,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",conservative,2.2,ingroup,inverse,4,deepseek-chat,1.5
306,3,Loyalty to ones group is not more important than ones individual concerns.,conservative,2.3,ingroup,inverse,4,deepseek-chat,1.5
307,3,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,conservative,2.4,ingroup,inverse,4,deepseek-chat,1.5
308,2,People can do things that are revolting to others if no one is harmed.,conservative,3.1,purity,inverse,4,deepseek-chat,1.5
309,3,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,conservative,3.2,purity,inverse,4,deepseek-chat,1.5
310,2,"Chastity is not still an important virtue for teenagers today, even if many think it is.",conservative,3.3,purity,inverse,4,deepseek-chat,1.5
311,3,The government does not need to try to help people live virtuously and avoid sin.,conservative,3.4,purity,inverse,4,deepseek-chat,1.5
312,1,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",conservative,4.1,fairness,inverse,4,deepseek-chat,1.5
313,3,"In the fight against terrorism, no peoples rights should have to be violated.",conservative,4.2,fairness,inverse,4,deepseek-chat,1.5
314,3,"Justice, fairness and equality are not the most important requirements for a society.",conservative,4.3,fairness,inverse,4,deepseek-chat,1.5
315,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",conservative,4.4,fairness,inverse,4,deepseek-chat,1.5
316,2,Men and women can play the same roles in society.,conservative,5.1,authority,inverse,4,deepseek-chat,1.5
317,3,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",conservative,5.2,authority,inverse,4,deepseek-chat,1.5
318,2,Respect for authority is not something all children need to learn.,conservative,5.3,authority,inverse,4,deepseek-chat,1.5
319,2,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",conservative,5.4,authority,inverse,4,deepseek-chat,1.5
320,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",liberal,1.1,ingroup,graham,5,deepseek-chat,1.5
321,2,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",liberal,1.2,ingroup,graham,5,deepseek-chat,1.5
322,2,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,liberal,1.3,ingroup,graham,5,deepseek-chat,1.5
323,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",liberal,1.4,ingroup,graham,5,deepseek-chat,1.5
324,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",liberal,2.1,fairness,graham,5,deepseek-chat,1.5
325,3,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",liberal,2.2,fairness,graham,5,deepseek-chat,1.5
326,4,"Justice, fairness and equality are the most important requirements for a society.",liberal,2.3,fairness,graham,5,deepseek-chat,1.5
327,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",liberal,2.4,fairness,graham,5,deepseek-chat,1.5
328,2,"People should not do things that are revolting to others, even if no one is harmed.",liberal,3.1,purity,graham,5,deepseek-chat,1.5
329,1,The government should try to help people live virtuously and avoid sin.,liberal,3.2,purity,graham,5,deepseek-chat,1.5
330,1,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,liberal,3.3,purity,graham,5,deepseek-chat,1.5
331,2,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",liberal,3.4,purity,graham,5,deepseek-chat,1.5
332,2,Men and women each have different roles to play in society.,liberal,4.1,authority,graham,5,deepseek-chat,1.5
333,3,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",liberal,4.2,authority,graham,5,deepseek-chat,1.5
334,3,Respect for authority is something all children need to learn.,liberal,4.3,authority,graham,5,deepseek-chat,1.5
335,2,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",liberal,4.4,authority,graham,5,deepseek-chat,1.5
336,4,"If I saw a mother slapping her child, I would be outraged.",liberal,5.1,harm,graham,5,deepseek-chat,1.5
337,3,It can never be right to kill a human being.,liberal,5.2,harm,graham,5,deepseek-chat,1.5
338,4,Compassion for those who are suffering is the most crucial virtue.,liberal,5.3,harm,graham,5,deepseek-chat,1.5
339,4,The government must first and foremost protect all people from harm.,liberal,5.4,harm,graham,5,deepseek-chat,1.5
340,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",liberal,1.1,harm,inverse,5,deepseek-chat,1.5
341,3,"In some cases, it could be right to kill a human being.",liberal,1.2,harm,inverse,5,deepseek-chat,1.5
342,2,Compassion for those who are suffering is not the most crucial virtue.,liberal,1.3,harm,inverse,5,deepseek-chat,1.5
343,2,The government does not need to first and foremost protect all people from harm.,liberal,1.4,harm,inverse,5,deepseek-chat,1.5
344,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",liberal,2.1,ingroup,inverse,5,deepseek-chat,1.5
345,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",liberal,2.2,ingroup,inverse,5,deepseek-chat,1.5
346,4,Loyalty to ones group is not more important than ones individual concerns.,liberal,2.3,ingroup,inverse,5,deepseek-chat,1.5
347,2,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,liberal,2.4,ingroup,inverse,5,deepseek-chat,1.5
348,3,People can do things that are revolting to others if no one is harmed.,liberal,3.1,purity,inverse,5,deepseek-chat,1.5
349,4,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,liberal,3.2,purity,inverse,5,deepseek-chat,1.5
350,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",liberal,3.3,purity,inverse,5,deepseek-chat,1.5
351,4,The government does not need to try to help people live virtuously and avoid sin.,liberal,3.4,purity,inverse,5,deepseek-chat,1.5
352,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",liberal,4.1,fairness,inverse,5,deepseek-chat,1.5
353,3,"In the fight against terrorism, no peoples rights should have to be violated.",liberal,4.2,fairness,inverse,5,deepseek-chat,1.5
354,2,"Justice, fairness and equality are not the most important requirements for a society.",liberal,4.3,fairness,inverse,5,deepseek-chat,1.5
355,2,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",liberal,4.4,fairness,inverse,5,deepseek-chat,1.5
356,4,Men and women can play the same roles in society.,liberal,5.1,authority,inverse,5,deepseek-chat,1.5
357,3,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",liberal,5.2,authority,inverse,5,deepseek-chat,1.5
358,3,Respect for authority is not something all children need to learn.,liberal,5.3,authority,inverse,5,deepseek-chat,1.5
359,4,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",liberal,5.4,authority,inverse,5,deepseek-chat,1.5
360,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",conservative,1.1,ingroup,graham,5,deepseek-chat,1.5
361,4,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",conservative,1.2,ingroup,graham,5,deepseek-chat,1.5
362,4,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,conservative,1.3,ingroup,graham,5,deepseek-chat,1.5
363,4,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",conservative,1.4,ingroup,graham,5,deepseek-chat,1.5
364,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",conservative,2.1,fairness,graham,5,deepseek-chat,1.5
365,4,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",conservative,2.2,fairness,graham,5,deepseek-chat,1.5
366,3,"Justice, fairness and equality are the most important requirements for a society.",conservative,2.3,fairness,graham,5,deepseek-chat,1.5
367,3,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",conservative,2.4,fairness,graham,5,deepseek-chat,1.5
368,4,"People should not do things that are revolting to others, even if no one is harmed.",conservative,3.1,purity,graham,5,deepseek-chat,1.5
369,4,The government should try to help people live virtuously and avoid sin.,conservative,3.2,purity,graham,5,deepseek-chat,1.5
370,4,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,conservative,3.3,purity,graham,5,deepseek-chat,1.5
371,4,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",conservative,3.4,purity,graham,5,deepseek-chat,1.5
372,4,Men and women each have different roles to play in society.,conservative,4.1,authority,graham,5,deepseek-chat,1.5
373,4,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",conservative,4.2,authority,graham,5,deepseek-chat,1.5
374,4,Respect for authority is something all children need to learn.,conservative,4.3,authority,graham,5,deepseek-chat,1.5
375,4,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",conservative,4.4,authority,graham,5,deepseek-chat,1.5
376,4,"If I saw a mother slapping her child, I would be outraged.",conservative,5.1,harm,graham,5,deepseek-chat,1.5
377,3,It can never be right to kill a human being.,conservative,5.2,harm,graham,5,deepseek-chat,1.5
378,4,Compassion for those who are suffering is the most crucial virtue.,conservative,5.3,harm,graham,5,deepseek-chat,1.5
379,4,The government must first and foremost protect all people from harm.,conservative,5.4,harm,graham,5,deepseek-chat,1.5
380,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",conservative,1.1,harm,inverse,5,deepseek-chat,1.5
381,2,"In some cases, it could be right to kill a human being.",conservative,1.2,harm,inverse,5,deepseek-chat,1.5
382,3,Compassion for those who are suffering is not the most crucial virtue.,conservative,1.3,harm,inverse,5,deepseek-chat,1.5
383,3,The government does not need to first and foremost protect all people from harm.,conservative,1.4,harm,inverse,5,deepseek-chat,1.5
384,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",conservative,2.1,ingroup,inverse,5,deepseek-chat,1.5
385,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",conservative,2.2,ingroup,inverse,5,deepseek-chat,1.5
386,3,Loyalty to ones group is not more important than ones individual concerns.,conservative,2.3,ingroup,inverse,5,deepseek-chat,1.5
387,3,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,conservative,2.4,ingroup,inverse,5,deepseek-chat,1.5
388,2,People can do things that are revolting to others if no one is harmed.,conservative,3.1,purity,inverse,5,deepseek-chat,1.5
389,3,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,conservative,3.2,purity,inverse,5,deepseek-chat,1.5
390,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",conservative,3.3,purity,inverse,5,deepseek-chat,1.5
391,3,The government does not need to try to help people live virtuously and avoid sin.,conservative,3.4,purity,inverse,5,deepseek-chat,1.5
392,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",conservative,4.1,fairness,inverse,5,deepseek-chat,1.5
393,2,"In the fight against terrorism, no peoples rights should have to be violated.",conservative,4.2,fairness,inverse,5,deepseek-chat,1.5
394,3,"Justice, fairness and equality are not the most important requirements for a society.",conservative,4.3,fairness,inverse,5,deepseek-chat,1.5
395,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",conservative,4.4,fairness,inverse,5,deepseek-chat,1.5
396,3,Men and women can play the same roles in society.,conservative,5.1,authority,inverse,5,deepseek-chat,1.5
397,2,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",conservative,5.2,authority,inverse,5,deepseek-chat,1.5
398,3,Respect for authority is not something all children need to learn.,conservative,5.3,authority,inverse,5,deepseek-chat,1.5
399,2,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",conservative,5.4,authority,inverse,5,deepseek-chat,1.5
400,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",liberal,1.1,ingroup,graham,6,deepseek-chat,1.5
401,2,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",liberal,1.2,ingroup,graham,6,deepseek-chat,1.5
402,2,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,liberal,1.3,ingroup,graham,6,deepseek-chat,1.5
403,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",liberal,1.4,ingroup,graham,6,deepseek-chat,1.5
404,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",liberal,2.1,fairness,graham,6,deepseek-chat,1.5
405,2,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",liberal,2.2,fairness,graham,6,deepseek-chat,1.5
406,5,"Justice, fairness and equality are the most important requirements for a society.",liberal,2.3,fairness,graham,6,deepseek-chat,1.5
407,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",liberal,2.4,fairness,graham,6,deepseek-chat,1.5
408,3,"People should not do things that are revolting to others, even if no one is harmed.",liberal,3.1,purity,graham,6,deepseek-chat,1.5
409,1,The government should try to help people live virtuously and avoid sin.,liberal,3.2,purity,graham,6,deepseek-chat,1.5
410,2,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,liberal,3.3,purity,graham,6,deepseek-chat,1.5
411,2,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",liberal,3.4,purity,graham,6,deepseek-chat,1.5
412,3,Men and women each have different roles to play in society.,liberal,4.1,authority,graham,6,deepseek-chat,1.5
413,2,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",liberal,4.2,authority,graham,6,deepseek-chat,1.5
414,3,Respect for authority is something all children need to learn.,liberal,4.3,authority,graham,6,deepseek-chat,1.5
415,2,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",liberal,4.4,authority,graham,6,deepseek-chat,1.5
416,4,"If I saw a mother slapping her child, I would be outraged.",liberal,5.1,harm,graham,6,deepseek-chat,1.5
417,2,It can never be right to kill a human being.,liberal,5.2,harm,graham,6,deepseek-chat,1.5
418,5,Compassion for those who are suffering is the most crucial virtue.,liberal,5.3,harm,graham,6,deepseek-chat,1.5
419,4,The government must first and foremost protect all people from harm.,liberal,5.4,harm,graham,6,deepseek-chat,1.5
420,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",liberal,1.1,harm,inverse,6,deepseek-chat,1.5
421,3,"In some cases, it could be right to kill a human being.",liberal,1.2,harm,inverse,6,deepseek-chat,1.5
422,2,Compassion for those who are suffering is not the most crucial virtue.,liberal,1.3,harm,inverse,6,deepseek-chat,1.5
423,3,The government does not need to first and foremost protect all people from harm.,liberal,1.4,harm,inverse,6,deepseek-chat,1.5
424,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",liberal,2.1,ingroup,inverse,6,deepseek-chat,1.5
425,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",liberal,2.2,ingroup,inverse,6,deepseek-chat,1.5
426,4,Loyalty to ones group is not more important than ones individual concerns.,liberal,2.3,ingroup,inverse,6,deepseek-chat,1.5
427,2,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,liberal,2.4,ingroup,inverse,6,deepseek-chat,1.5
428,4,People can do things that are revolting to others if no one is harmed.,liberal,3.1,purity,inverse,6,deepseek-chat,1.5
429,4,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,liberal,3.2,purity,inverse,6,deepseek-chat,1.5
430,2,"Chastity is not still an important virtue for teenagers today, even if many think it is.",liberal,3.3,purity,inverse,6,deepseek-chat,1.5
431,5,The government does not need to try to help people live virtuously and avoid sin.,liberal,3.4,purity,inverse,6,deepseek-chat,1.5
432,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",liberal,4.1,fairness,inverse,6,deepseek-chat,1.5
433,3,"In the fight against terrorism, no peoples rights should have to be violated.",liberal,4.2,fairness,inverse,6,deepseek-chat,1.5
434,2,"Justice, fairness and equality are not the most important requirements for a society.",liberal,4.3,fairness,inverse,6,deepseek-chat,1.5
435,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",liberal,4.4,fairness,inverse,6,deepseek-chat,1.5
436,4,Men and women can play the same roles in society.,liberal,5.1,authority,inverse,6,deepseek-chat,1.5
437,3,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",liberal,5.2,authority,inverse,6,deepseek-chat,1.5
438,3,Respect for authority is not something all children need to learn.,liberal,5.3,authority,inverse,6,deepseek-chat,1.5
439,4,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",liberal,5.4,authority,inverse,6,deepseek-chat,1.5
440,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",conservative,1.1,ingroup,graham,6,deepseek-chat,1.5
441,3,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",conservative,1.2,ingroup,graham,6,deepseek-chat,1.5
442,4,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,conservative,1.3,ingroup,graham,6,deepseek-chat,1.5
443,4,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",conservative,1.4,ingroup,graham,6,deepseek-chat,1.5
444,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",conservative,2.1,fairness,graham,6,deepseek-chat,1.5
445,4,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",conservative,2.2,fairness,graham,6,deepseek-chat,1.5
446,3,"Justice, fairness and equality are the most important requirements for a society.",conservative,2.3,fairness,graham,6,deepseek-chat,1.5
447,3,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",conservative,2.4,fairness,graham,6,deepseek-chat,1.5
448,4,"People should not do things that are revolting to others, even if no one is harmed.",conservative,3.1,purity,graham,6,deepseek-chat,1.5
449,4,The government should try to help people live virtuously and avoid sin.,conservative,3.2,purity,graham,6,deepseek-chat,1.5
450,4,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,conservative,3.3,purity,graham,6,deepseek-chat,1.5
451,4,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",conservative,3.4,purity,graham,6,deepseek-chat,1.5
452,4,Men and women each have different roles to play in society.,conservative,4.1,authority,graham,6,deepseek-chat,1.5
453,4,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",conservative,4.2,authority,graham,6,deepseek-chat,1.5
